ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.498499999999997812e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.495649999999995572e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.491584999999992789e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.486426499999995343e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.480283849999997869e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.473255464999997599e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.465429918499998507e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.456886926650000902e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.447698233985001082e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.437928410586499695e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.427635569527847537e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.416872012575061035e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.405684811317554761e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.394116330185800479e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.382204697167220075e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.369984227450498793e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.357485804705451216e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.344737224234904005e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.331763501811413875e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.318587151630274690e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.305228436467246667e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.291705592820520110e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.278035033538470344e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.264231530184625285e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.250308377166165030e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.236277539449551455e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.222149785504598185e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.207934806954137485e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.193641326258723012e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.179277193632851350e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.164849474269565377e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.150364526842609081e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.135828074158346368e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.121245266742510438e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.106620740068259323e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.091958666061432837e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.077262799455287023e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.062536519509760069e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.047782867558781561e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.033004580802901273e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.018204122722610094e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.003383710450349753e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.988545339405313683e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.973690805464784148e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.958821724918305307e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.943939552426473227e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.929045597183826999e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.914141037465441997e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.899226933718897925e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.884304240347010051e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.869373816312307213e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.854436434681078794e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.839492791212972378e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.824543512091675268e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.809589160882507031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.794630244794256413e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.779667220314829734e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.764700498283349361e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.749730448455016329e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.734757403609516757e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.719781663248565451e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.704803496923709361e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.689823147231338396e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.674840832508206745e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.659856749257384934e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.644871074331645389e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.629883966898479031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.614895570208633302e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.599906013187770526e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.584915411868992408e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.569923870682093536e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.554931483613883358e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.539938335252495705e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.524944501727246404e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.509950051554523043e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.494955046399073240e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.479959541759163955e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.464963587583248739e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.449967228824925769e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.434970505942434471e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.419973455348193170e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.404976109813376439e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.389978498832041254e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.374980648948836404e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.359982584053953047e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.344984325648560031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.329985893083702564e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.314987303775334482e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.299988573397804004e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.284989716058026943e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.269990744452227460e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.254991670007004245e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.239992503006306634e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.224993252705675673e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.209993927435110805e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.194994534691603505e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.179995081222446984e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.164995573100206272e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.149996015790188864e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.134996414211170546e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.119996772790056383e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.104997095511053118e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.089997385959948772e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.074997647363958109e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.059997882627563470e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.044998094364809305e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.029998284928329255e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.014998456435497332e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.999998610791949005e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.984998749712756805e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.969998874741481742e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.954998987267334343e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.939999088540603367e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.924999179686543371e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.909999261717889141e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.894999335546100738e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.879999401991491936e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.864999461792343283e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.849999515613110290e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.834999564051798870e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.819999607646619566e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.804999646881958242e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.789999682193764841e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.774999713974387205e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.759999742576948378e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.744999768319254585e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.729999791487331606e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.714999812338601259e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.699999831104739911e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.684999847994264854e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.669999863194838952e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.654999876875357145e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.639999889187824778e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.624999900269040864e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.609999910242136778e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.594999919217922724e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.579999927296130480e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.564999934566517936e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.549999941109866342e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.534999946998880560e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.519999952298993406e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.504999957069093597e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.489999961362186909e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.474999965225971366e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.459999968703377249e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.444999971833038899e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.429999974649733829e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.414999977184758961e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.399999979466281275e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.384999981519653289e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.369999983367688756e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.354999985030921650e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.339999986527828923e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.324999987875046514e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.309999989087541294e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.294999990178787996e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.279999991160908479e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.264999992044818455e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.249999992840334784e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.234999993556301590e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.219999994200672688e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.204999994780603245e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.189999995302540725e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.174999995772286709e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.159999996195057292e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.144999996575549162e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.129999996917991467e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.114999997226190587e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099999997503571691e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.084999997753212853e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.069999997977893358e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.054999998180101173e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.039999998362090849e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.024999998525882816e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.009999998673293575e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.994999998805961994e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.979999998925363158e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.964999999032826139e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.949999999129541450e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.934999999216588051e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.919999999294927306e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.904999999365434604e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.889999999428889055e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.874999999485997293e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.859999999537395965e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.844999999583654926e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.829999999625287899e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.814999999662758512e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.799999999696483499e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.784999999726834474e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.769999999754152498e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.754999999778738129e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.739999999800865282e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.724999999820779095e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.709999999838703033e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.694999999854830719e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.679999999869345118e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.664999999882409298e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.649999999894165725e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.634999999904746204e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.619999999914268685e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.604999999922839038e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.589999999930554786e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.574999999937496931e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.559999999943747007e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.544999999949371272e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.529999999954430479e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.514999999958986088e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.499999999963083575e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.484999999966773920e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.469999999970092830e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.454999999973080804e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.439999999975768752e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.424999999978192022e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.409999999980371044e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.394999999982331040e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.379999999984097947e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.364999999985686507e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.349999999987117505e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.334999999988405861e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.319999999989562056e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.304999999990606163e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.289999999991543511e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.274999999992389199e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.259999999993148379e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.244999999993831175e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.229999999994447890e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.214999999995003499e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.199999999995503153e+01,0.000000000000000000e+00,0.000000000000000000e+00
