ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.553885616683961146e+01,2.054245378190469040e+01,3.753065687399474371e+01
2.554423329339938675e+01,2.053576702109269903e+01,3.753065687399474371e+01
2.555444501017569081e+01,2.052305829826828543e+01,3.753065687399474371e+01
2.556899920176042329e+01,2.050492286043980528e+01,3.753065687399474371e+01
2.558744999440054713e+01,2.048189406466753937e+01,3.753065687399474371e+01
2.560939381477363241e+01,2.045445013027840275e+01,3.753065687399474371e+01
2.563446569939337749e+01,2.042302009984900479e+01,3.753065687399474371e+01
2.566233585864845779e+01,2.038798911050664486e+01,3.753065687399474371e+01
2.569270649324477418e+01,2.034970306280142793e+01,3.753065687399474371e+01
2.572530885638769149e+01,2.030847276226533182e+01,3.753065687399474371e+01
2.575990055198688466e+01,2.026457759845878570e+01,3.753065687399474371e+01
2.579626305716289281e+01,2.021826881752898331e+01,3.753065687399474371e+01
2.583419945612588009e+01,2.016977243682529419e+01,3.753065687399474371e+01
2.587353237188404975e+01,2.011929184373247992e+01,3.753065687399474371e+01
2.591410208206655241e+01,2.006701011542192603e+01,3.753065687399474371e+01
2.595576480529411612e+01,2.001309209154016244e+01,3.753065687399474371e+01
2.599839114490680458e+01,1.995768622783321433e+01,3.753065687399474371e+01
2.604186467739218358e+01,1.990092625524262360e+01,3.753065687399474371e+01
2.608608067349291204e+01,1.984293266602070815e+01,3.753065687399474371e+01
2.613094494067079054e+01,1.978381404582654213e+01,3.753065687399474371e+01
2.617637277633309978e+01,1.972366826852093169e+01,3.753065687399474371e+01
2.622228802196278963e+01,1.966258356842860877e+01,3.753065687399474371e+01
2.626862220902205891e+01,1.960063950313573145e+01,3.753065687399474371e+01
2.631531378820521638e+01,1.953790781840544000e+01,3.753065687399474371e+01
2.636230743429477030e+01,1.947445322549361535e+01,3.753065687399474371e+01
2.640955341951775281e+01,1.941033410000585846e+01,3.753065687399474371e+01
2.645700704890563770e+01,1.934560311043234293e+01,3.753065687399474371e+01
2.650462815172799225e+01,1.928030778361279118e+01,3.753065687399474371e+01
2.655238062359755347e+01,1.921449101360254730e+01,3.753065687399474371e+01
2.660023201433285678e+01,1.914819151971990863e+01,3.753065687399474371e+01
2.664815315711558696e+01,1.908144425894230878e+01,3.753065687399474371e+01
2.669611783489413170e+01,1.901428079727601528e+01,3.753065687399474371e+01
2.674410248036487303e+01,1.894672964424080774e+01,3.753065687399474371e+01
2.679208590621080788e+01,1.887881655418135907e+01,3.753065687399474371e+01
2.684004906259395540e+01,1.881056479773431533e+01,3.753065687399474371e+01
2.688797481918771837e+01,1.874199540643789419e+01,3.753065687399474371e+01
2.693584776929797187e+01,1.867312739316629688e+01,3.753065687399474371e+01
2.698365405386078208e+01,1.860397795079790484e+01,3.753065687399474371e+01
2.703138120332144112e+01,1.853456263128246562e+01,3.753065687399474371e+01
2.707901799559585498e+01,1.846489550705358695e+01,3.753065687399474371e+01
2.712655432849299331e+01,1.839498931653753644e+01,3.753065687399474371e+01
2.717398110513827092e+01,1.832485559533281005e+01,3.753065687399474371e+01
2.722129013108282791e+01,1.825450479447811958e+01,3.753065687399474371e+01
2.726847402191492264e+01,1.818394638708448952e+01,3.753065687399474371e+01
2.731552612030831284e+01,1.811318896448016957e+01,3.753065687399474371e+01
2.736244042154936551e+01,1.804224032290262514e+01,3.753065687399474371e+01
2.740921150668071604e+01,1.797110754166958912e+01,3.753065687399474371e+01
2.745583448248660474e+01,1.789979705366827645e+01,3.753065687399474371e+01
2.750230492762291234e+01,1.782831470891908410e+01,3.753065687399474371e+01
2.754861884426536633e+01,1.775666583189533654e+01,3.753065687399474371e+01
2.759477261471316822e+01,1.768485527321296047e+01,3.753065687399474371e+01
2.764076296244188313e+01,1.761288745624387886e+01,3.753065687399474371e+01
2.768658691715108944e+01,1.754076641915199275e+01,3.753065687399474371e+01
2.773224178339855328e+01,1.746849585280127215e+01,3.753065687399474371e+01
2.777772511245388998e+01,1.739607913494188551e+01,3.753065687399474371e+01
2.782303467704231537e+01,1.732351936103956902e+01,3.753065687399474371e+01
2.786816844868262422e+01,1.725081937207801985e+01,3.753065687399474371e+01
2.791312457735359587e+01,1.717798177963146600e+01,3.753065687399474371e+01
2.795790137325018421e+01,1.710500898847549323e+01,3.753065687399474371e+01
2.800249729041539481e+01,1.703190321697756460e+01,3.753065687399474371e+01
2.804691091205524955e+01,1.695866651548547210e+01,3.753065687399474371e+01
2.809114093736442896e+01,1.688530078290997949e+01,3.753065687399474371e+01
2.813518616970729980e+01,1.681180778167901124e+01,3.753065687399474371e+01
2.817904550601541303e+01,1.673818915122315332e+01,3.753065687399474371e+01
2.822271792727636353e+01,1.666444642013665955e+01,3.753065687399474371e+01
2.826620249000204410e+01,1.659058101714385813e+01,3.753065687399474371e+01
2.830949831857556376e+01,1.651659428098842142e+01,3.753065687399474371e+01
2.835260459838656288e+01,1.644248746935089756e+01,3.753065687399474371e+01
2.839552056967390214e+01,1.636826176689016421e+01,3.753065687399474371e+01
2.843824552200298328e+01,1.629391829249457402e+01,3.753065687399474371e+01
2.848077878931232476e+01,1.621945810582059266e+01,3.753065687399474371e+01
2.852311974547096440e+01,1.614488221318868355e+01,3.753065687399474371e+01
2.856526780029410872e+01,1.607019157289957434e+01,3.753065687399474371e+01
2.860722239596974603e+01,1.599538710002789799e+01,3.753065687399474371e+01
2.864898300385407737e+01,1.592046967074439756e+01,3.753065687399474371e+01
2.869054912159764470e+01,1.584544012621311282e+01,3.753065687399474371e+01
2.873192027056823861e+01,1.577029927610513127e+01,3.753065687399474371e+01
2.877309599353989000e+01,1.569504790176667797e+01,3.753065687399474371e+01
2.881407585262057580e+01,1.561968675907553994e+01,3.753065687399474371e+01
2.885485942739411769e+01,1.554421658101612813e+01,3.753065687399474371e+01
2.889544631325406243e+01,1.546863808000123264e+01,3.753065687399474371e+01
2.893583611990982263e+01,1.539295194996508975e+01,3.753065687399474371e+01
2.897602847004735338e+01,1.531715886825024597e+01,3.753065687399474371e+01
2.901602299812835639e+01,1.524125949730855645e+01,3.753065687399474371e+01
2.905581934931374377e+01,1.516525448623454864e+01,3.753065687399474371e+01
2.909541717849855047e+01,1.508914447214763399e+01,3.753065687399474371e+01
2.913481614944682008e+01,1.501293008143795760e+01,3.753065687399474371e+01
2.917401593401612558e+01,1.493661193088931682e+01,3.753065687399474371e+01
2.921301621146238148e+01,1.486019062869141472e+01,3.753065687399474371e+01
2.925181666781686118e+01,1.478366677535190377e+01,3.753065687399474371e+01
2.929041699532776022e+01,1.470704096451854959e+01,3.753065687399474371e+01
2.932881689195975738e+01,1.463031378372002145e+01,3.753065687399474371e+01
2.936701606094552730e+01,1.455348581503343830e+01,3.753065687399474371e+01
2.940501421038383967e+01,1.447655763568591958e+01,3.753065687399474371e+01
2.944281105287953082e+01,1.439952981859639891e+01,3.753065687399474371e+01
2.948040630522078942e+01,1.432240293286396948e+01,3.753065687399474371e+01
2.951779968809018939e+01,1.424517754420753946e+01,3.753065687399474371e+01
2.955499092580573262e+01,1.416785421536206968e+01,3.753065687399474371e+01
2.959197974608894199e+01,1.409043350643527504e+01,3.753065687399474371e+01
2.962876587985712717e+01,1.401291597522892474e+01,3.753065687399474371e+01
2.966534906103741065e+01,1.393530217752807943e+01,3.753065687399474371e+01
2.970172902640011614e+01,1.385759266736155659e+01,3.753065687399474371e+01
2.973790551540972160e+01,1.377978799723624803e+01,3.753065687399474371e+01
2.977387827009133048e+01,1.370188871834811550e+01,3.753065687399474371e+01
2.980964703491122236e+01,1.362389538077199624e+01,3.753065687399474371e+01
2.984521155666997672e+01,1.354580853363227533e+01,3.753065687399474371e+01
2.988057158440677696e+01,1.346762872525650856e+01,3.753065687399474371e+01
2.991572686931392511e+01,1.338935650331340277e+01,3.753065687399474371e+01
2.995067716466028784e+01,1.331099241493694230e+01,3.753065687399474371e+01
2.998542222572293880e+01,1.323253700683783585e+01,3.753065687399474371e+01
3.001996180972601280e+01,1.315399082540366393e+01,3.753065687399474371e+01
3.005429567578610772e+01,1.307535441678872523e+01,3.753065687399474371e+01
3.008842358486348800e+01,1.299662832699476489e+01,3.753065687399474371e+01
3.012234529971852481e+01,1.291781310194327048e+01,3.753065687399474371e+01
3.015606058487288266e+01,1.283890928754028415e+01,3.753065687399474371e+01
3.018956920657479159e+01,1.275991742973453391e+01,3.753065687399474371e+01
3.022287093276817416e+01,1.268083807456938317e+01,3.753065687399474371e+01
3.025596553306512249e+01,1.260167176822930024e+01,3.753065687399474371e+01
3.028885277872135973e+01,1.252241905708140024e+01,3.753065687399474371e+01
3.032153244261444414e+01,1.244308048771250874e+01,3.753065687399474371e+01
3.035400429922438903e+01,1.236365660696217006e+01,3.753065687399474371e+01
3.038626812461642501e+01,1.228414796195209568e+01,3.753065687399474371e+01
3.041832369642575173e+01,1.220455510011224476e+01,3.753065687399474371e+01
3.045017079384397718e+01,1.212487856920403573e+01,3.753065687399474371e+01
3.048180919760719476e+01,1.204511891734081175e+01,3.753065687399474371e+01
3.051323868998532873e+01,1.196527669300606966e+01,3.753065687399474371e+01
3.054445905477287937e+01,1.188535244506931221e+01,3.753065687399474371e+01
3.057547007728065580e+01,1.180534672280010966e+01,3.753065687399474371e+01
3.060627154432860308e+01,1.172526007588032471e+01,3.753065687399474371e+01
3.063686324423948903e+01,1.164509305441478304e+01,3.753065687399474371e+01
3.066724496683333712e+01,1.156484620894057791e+01,3.753065687399474371e+01
3.069741650342269068e+01,1.148452009043495536e+01,3.753065687399474371e+01
3.072737764680843497e+01,1.140411525032211593e+01,3.753065687399474371e+01
3.075712819127620534e+01,1.132363224047895756e+01,3.753065687399474371e+01
3.078666793259335321e+01,1.124307161323987003e+01,3.753065687399474371e+01
3.081599666800627446e+01,1.116243392140075485e+01,3.753065687399474371e+01
3.084511419623826001e+01,1.108171971822212498e+01,3.753065687399474371e+01
3.087402031748763420e+01,1.100092955743162904e+01,3.753065687399474371e+01
3.090271483342625203e+01,1.092006399322591292e+01,3.753065687399474371e+01
3.093119754719828407e+01,1.083912358027192724e+01,3.753065687399474371e+01
3.095946826341923952e+01,1.075810887370772484e+01,3.753065687399474371e+01
3.098752678817525918e+01,1.067702042914279836e+01,3.753065687399474371e+01
3.101537292902258613e+01,1.059585880265799673e+01,3.753065687399474371e+01
3.104300649498721043e+01,1.051462455080513081e+01,3.753065687399474371e+01
3.107042729656472702e+01,1.043331823060609764e+01,3.753065687399474371e+01
3.109763514572028953e+01,1.035194039955187151e+01,3.753065687399474371e+01
3.112462985588872044e+01,1.027049161560110235e+01,3.753065687399474371e+01
3.115141124197469225e+01,1.018897243717857393e+01,3.753065687399474371e+01
3.117797912035308983e+01,1.010738342317331018e+01,3.753065687399474371e+01
3.120433330886939416e+01,1.002572513293657330e+01,3.753065687399474371e+01
3.123047362684015837e+01,9.943998126279666394e+00,3.753065687399474371e+01
3.125639989505358329e+01,9.862202963471517592e+00,3.753065687399474371e+01
3.128211193577013560e+01,9.780340205236202067e+00,3.753065687399474371e+01
3.130760957272320155e+01,9.698410412750245513e+00,3.753065687399474371e+01
3.133289263111982237e+01,9.616414147639918752e+00,3.753065687399474371e+01
3.135796093764143677e+01,9.534351971978267670e+00,3.753065687399474371e+01
3.138281432044468744e+01,9.452224448282205316e+00,3.753065687399474371e+01
3.140745260916226655e+01,9.370032139509373081e+00,3.753065687399474371e+01
3.143187563490371872e+01,9.287775609055049841e+00,3.753065687399474371e+01
3.145608323025639308e+01,9.205455420748858586e+00,3.753065687399474371e+01
3.148007522928626045e+01,9.123072138851567203e+00,3.753065687399474371e+01
3.150385146753887966e+01,9.040626328051642346e+00,3.753065687399474371e+01
3.152741178204031058e+01,8.958118553461876132e+00,3.753065687399474371e+01
3.155075601129803786e+01,8.875549380615980866e+00,3.753065687399474371e+01
3.157388399530193368e+01,8.792919375465041654e+00,3.753065687399474371e+01
3.159679557552519924e+01,8.710229104373961917e+00,3.753065687399474371e+01
3.161949059492533465e+01,8.627479134117926662e+00,3.753065687399474371e+01
3.164196889794509104e+01,8.544670031878787597e+00,3.753065687399474371e+01
3.166423033051342983e+01,8.461802365241423374e+00,3.753065687399474371e+01
3.168627474004649613e+01,8.378876702190060755e+00,3.753065687399474371e+01
3.170810197544858511e+01,8.295893611104569132e+00,3.753065687399474371e+01
3.172971188711308343e+01,8.212853660756813667e+00,3.753065687399474371e+01
3.175110432692347118e+01,8.129757420306809479e+00,3.753065687399474371e+01
3.177227914825421706e+01,8.046605459299119190e+00,3.753065687399474371e+01
3.179323620597178035e+01,7.963398347658943166e+00,3.753065687399474371e+01
3.181397535643554519e+01,7.880136655688382952e+00,3.753065687399474371e+01
3.183449645749876211e+01,7.796820954062668285e+00,3.753065687399474371e+01
3.185479936850946814e+01,7.713451813826328163e+00,3.753065687399474371e+01
3.187488395031144606e+01,7.630029806389352132e+00,3.753065687399474371e+01
3.189475006524511969e+01,7.546555503523332931e+00,3.753065687399474371e+01
3.191439757714850245e+01,7.463029477357684627e+00,3.753065687399474371e+01
3.193382635135808201e+01,7.379452300375695550e+00,3.753065687399474371e+01
3.195303625470971909e+01,7.295824545410765971e+00,3.753065687399474371e+01
3.197202715553957120e+01,7.212146785642422842e+00,3.753065687399474371e+01
3.199079892368493461e+01,7.128419594592536157e+00,3.753065687399474371e+01
3.200935143048516096e+01,7.044643546121386990e+00,3.753065687399474371e+01
3.202768454878249571e+01,6.960819214423760393e+00,3.753065687399474371e+01
3.204579815292296274e+01,6.876947174025056952e+00,3.753065687399474371e+01
3.206369211875719571e+01,6.793027999777398129e+00,3.753065687399474371e+01
3.208136632364128360e+01,6.709062266855701395e+00,3.753065687399474371e+01
3.209882064643761623e+01,6.625050550753741163e+00,3.753065687399474371e+01
3.211605496751567301e+01,6.540993427280294981e+00,3.753065687399474371e+01
3.213306916875288266e+01,6.456891472555124523e+00,3.753065687399474371e+01
3.214986313353538350e+01,6.372745263005128891e+00,3.753065687399474371e+01
3.216643674675885478e+01,6.288555375360355804e+00,3.753065687399474371e+01
3.218278989482925567e+01,6.204322386650104271e+00,3.753065687399474371e+01
3.219892246566366367e+01,6.120046874198915354e+00,3.753065687399474371e+01
3.221483434869095674e+01,6.035729415622728133e+00,3.753065687399474371e+01
3.223052543485263044e+01,5.951370588824866026e+00,3.753065687399474371e+01
3.224599561660353686e+01,5.866970971992070183e+00,3.753065687399474371e+01
3.226124478791258099e+01,5.782531143590596834e+00,3.753065687399474371e+01
3.227627284426349519e+01,5.698051682362227588e+00,3.753065687399474371e+01
3.229107968265549999e+01,5.613533167320318817e+00,3.753065687399474371e+01
3.230566520160405020e+01,5.528976177745851039e+00,3.753065687399474371e+01
3.232002930114152406e+01,5.444381293183411685e+00,3.753065687399474371e+01
3.233417188281786991e+01,5.359749093437322642e+00,3.753065687399474371e+01
3.234809284970133803e+01,5.275080158567572397e+00,3.753065687399474371e+01
3.236179210637908454e+01,5.190375068885900056e+00,3.753065687399474371e+01
3.237526955895786784e+01,5.105634404951844729e+00,3.753065687399474371e+01
3.238852511506467380e+01,5.020858747568686553e+00,3.753065687399474371e+01
3.240155868384733395e+01,4.936048677779570681e+00,3.753065687399474371e+01
3.241437017597518633e+01,4.851204776863420776e+00,3.753065687399474371e+01
3.242695950363964386e+01,4.766327626331058553e+00,3.753065687399474371e+01
3.243932658055482676e+01,4.681417807921142149e+00,3.753065687399474371e+01
3.245147132195813100e+01,4.596475903596258128e+00,3.753065687399474371e+01
3.246339364461083221e+01,4.511502495538822544e+00,3.753065687399474371e+01
3.247509346679863995e+01,4.426498166147200486e+00,3.753065687399474371e+01
3.248657070833223770e+01,4.341463498031692403e+00,3.753065687399474371e+01
3.249782529054790103e+01,4.256399074010476902e+00,3.753065687399474371e+01
3.250885713630794527e+01,4.171305477105705428e+00,3.753065687399474371e+01
3.251966617000131521e+01,4.086183290539451285e+00,3.753065687399474371e+01
3.253025231754410385e+01,4.001033097729703059e+00,3.753065687399474371e+01
3.254061550638000710e+01,3.915855482286465516e+00,3.753065687399474371e+01
3.255075566548089228e+01,3.830651028007604708e+00,3.753065687399474371e+01
3.256067272534721724e+01,3.745420318874997712e+00,3.753065687399474371e+01
3.257036661800857047e+01,3.660163939050408377e+00,3.753065687399474371e+01
3.257983727702407606e+01,3.574882472871575345e+00,3.753065687399474371e+01
3.258908463748289819e+01,3.489576504848176608e+00,3.753065687399474371e+01
3.259810863600464614e+01,3.404246619657795847e+00,3.753065687399474371e+01
3.260690921073984327e+01,3.318893402141937177e+00,3.753065687399474371e+01
3.261548630137033200e+01,3.233517437302027009e+00,3.753065687399474371e+01
3.262383984910968593e+01,3.148119310295397710e+00,3.753065687399474371e+01
3.263196979670362907e+01,3.062699606431277921e+00,3.753065687399474371e+01
3.263987608843039112e+01,2.977258911166782429e+00,3.753065687399474371e+01
3.264755867010114088e+01,2.891797810102898936e+00,3.753065687399474371e+01
